Data ID,Talc GDS23
Sample ID,GDS23
Mineral Name,talc
Sample Description,
Date Added,
Viewing Geometry,
Other Information,
Grain Size,
Database of Origin,MICA Files (USGS/RELAB)
Wavelength,Response
300.0,
305.0,
310.0,
315.0,
320.0,
325.0,
330.0,
335.0,
340.0,
345.0,
350.0,
355.0,
360.0,
365.0,
370.0,
375.0,
380.0,
385.0,
390.0,
395.0,
400.0,0.402504026889801
405.0,0.4142814576625824
410.0,0.42451462149620056
415.0,0.43567532300949097
420.0,0.4459152817726135
425.0,0.4564659893512726
430.0,0.4660167098045349
435.0,0.4740130603313446
440.0,0.4823446571826935
445.0,0.4896911382675171
450.0,0.4948003888130188
455.0,0.5009549260139465
460.0,0.5046250224113464
465.0,0.506068229675293
470.0,0.511117160320282
475.0,0.5147128701210022
480.0,0.5181124210357666
485.0,0.5216620564460754
490.0,0.5250275135040283
495.0,0.5262911915779114
500.0,0.5298332571983337
505.0,0.5338660478591919
510.0,0.5370879769325256
515.0,0.53851717710495
520.0,0.5412946939468384
525.0,0.5439274907112122
530.0,0.5459299087524414
535.0,0.5485829710960388
540.0,0.550163209438324
545.0,0.550073504447937
550.0,0.5514353513717651
555.0,0.552807629108429
560.0,0.5525184273719788
565.0,0.5534992814064026
570.0,0.5539522767066956
575.0,0.5561667084693909
580.0,0.5573347210884094
585.0,0.558853268623352
590.0,0.559019923210144
595.0,0.557979941368103
600.0,0.5555487871170044
605.0,0.5572371482849121
610.0,0.5558767318725586
615.0,0.5566754341125488
620.0,0.5555588603019714
625.0,0.5577661395072937
630.0,0.5585609674453735
635.0,0.5596644878387451
640.0,0.5591351389884949
645.0,0.5606929063796997
650.0,0.560701847076416
655.0,0.5616186857223511
660.0,0.5608307123184204
665.0,0.5619091987609863
670.0,0.5621979832649231
675.0,0.562663197517395
680.0,0.5625492930412292
685.0,0.5627439022064209
690.0,0.5639141798019409
695.0,0.563751220703125
700.0,0.5627505779266357
705.0,0.5654903054237366
710.0,0.5655055046081543
715.0,0.565754771232605
720.0,0.5649933218955994
725.0,0.5637614130973816
730.0,0.5609464049339294
735.0,0.5644066333770752
740.0,0.5637748837471008
745.0,0.5634478330612183
750.0,0.5637578964233398
755.0,0.5637702941894531
760.0,0.563267707824707
765.0,0.5628990530967712
770.0,0.5625392198562622
775.0,0.5630240440368652
780.0,0.5627396702766418
785.0,0.5613570213317871
790.0,0.5605815649032593
795.0,0.5599867105484009
800.0,0.5582350492477417
805.0,0.5570167899131775
810.0,0.5568007826805115
815.0,0.5563318729400635
820.0,0.5550854802131653
825.0,0.5545176267623901
830.0,0.5545176267623901
835.0,0.5545176267623901
840.0,0.5545176267623901
845.0,0.5545176267623901
850.0,0.5545176267623901
855.0,0.5551765561103821
860.0,0.5560149550437927
865.0,0.5569123029708862
870.0,0.5578097105026245
875.0,0.5579158663749695
880.0,0.5578242540359497
885.0,0.5575005412101746
890.0,0.5568286776542664
895.0,0.5568175911903381
900.0,0.5594495534896851
905.0,0.5617632865905762
910.0,0.5628042817115784
915.0,0.5637401342391968
920.0,0.5642553567886353
925.0,0.5649903416633606
930.0,0.5666046142578125
935.0,0.5667475461959839
940.0,0.5646834373474121
945.0,0.5515846610069275
950.0,0.5422742962837219
955.0,0.559152364730835
960.0,0.5678828954696655
965.0,0.5708072185516357
970.0,0.572234570980072
975.0,0.5713440775871277
980.0,0.5706862211227417
985.0,0.5719157457351685
990.0,0.5732423663139343
995.0,0.5729857087135315
1000.0,0.5731297135353088
1004.9999999999999,0.5746294856071472
1010.0,0.5763219594955444
1014.9999999999999,0.57596355676651
1020.0,0.5755002498626709
1025.0,0.5768164396286011
1030.0,0.5776809453964233
1035.0,0.578828752040863
1040.0,0.5811131596565247
1045.0,0.5833399295806885
1050.0,0.5837352275848389
1055.0,0.5827882289886475
1060.0,0.5850021839141846
1065.0,0.5858913064002991
1070.0,0.5876621603965759
1075.0,0.5897472500801086
1080.0,0.590930163860321
1085.0,0.5911930799484253
1090.0,0.5926514863967896
1095.0,0.5956404805183411
1100.0,0.5963699221611023
1105.0,0.5985730290412903
1110.0,0.6000838279724121
1115.0,0.602209210395813
1120.0,0.6033340692520142
1125.0,0.6049965620040894
1130.0,0.6069867610931396
1135.0,0.6088080406188965
1140.0,0.6096212863922119
1145.0,0.610937774181366
1150.0,0.6127122044563293
1155.0,0.6143348813056946
1160.0,0.6149612069129944
1165.0,0.6171245574951172
1170.0,0.6187458634376526
1175.0,0.6194707751274109
1180.0,0.6211498975753784
1185.0,0.6246645450592041
1190.0,0.6258070468902588
1195.0,0.6267656087875366
1200.0,0.6268264651298523
1205.0,0.6271576285362244
1210.0,0.6275889277458191
1215.0,0.629857063293457
1220.0,0.6304367184638977
1225.0,0.6312946081161499
1230.0,0.6304908394813538
1235.0,0.6323640942573547
1240.0,0.6339911222457886
1245.0,0.6349375247955322
1250.0,0.6364207863807678
1255.0,0.6362718939781189
1260.0,0.6365973949432373
1265.0,0.6345823407173157
1270.0,0.6290190815925598
1275.0,0.6235653162002563
1280.0,0.622422993183136
1285.0,0.6345311999320984
1290.0,0.6361142992973328
1295.0,0.633114218711853
1300.0,0.6322583556175232
1305.0,0.6366097927093506
1310.0,0.6392874121665955
1315.0,0.6372936367988586
1320.0,0.637278139591217
1325.0,0.6372365951538086
1330.0,0.6398915648460388
1335.0,0.6405683159828186
1340.0,0.6403645277023315
1345.0,0.6404783129692078
1350.0,0.6402713060379028
1355.0,0.64077228307724
1360.0,0.6388077735900879
1365.0,0.6372121572494507
1370.0,0.6368299722671509
1375.0,0.6317963004112244
1380.0,0.6151192784309387
1385.0,0.5317760705947876
1390.0,0.3620734214782715
1395.0,0.3376290500164032
1400.0,0.5205092430114746
1405.0,0.59282386302948
1410.0,0.6048268675804138
1415.0,0.6077847480773926
1420.0,0.6076471209526062
1425.0,0.6106662750244141
1430.0,0.6135327816009521
1435.0,0.6154682636260986
1440.0,0.6177245378494263
1445.0,0.6231974959373474
1450.0,0.6277573108673096
1455.0,0.6303921937942505
1460.0,0.6323787569999695
1465.0,0.6324390769004822
1470.0,0.635012149810791
1475.0,0.6367777585983276
1480.0,0.6394630670547485
1485.0,0.64286869764328
1490.0,0.644487202167511
1495.0,0.6449169516563416
1500.0,0.6464627385139465
1505.0,0.6472184062004089
1510.0,0.6477980017662048
1515.0,0.6485016345977783
1520.0,0.6499807238578796
1525.0,0.6492502689361572
1530.0,0.6470034122467041
1535.0,0.6446601152420044
1540.0,0.6448209881782532
1545.0,0.648978054523468
1550.0,0.6526833772659302
1555.0,0.6548476219177246
1560.0,0.6559157967567444
1565.0,0.6566643714904785
1570.0,0.6569980978965759
1575.0,0.6581160426139832
1580.0,0.659053385257721
1585.0,0.6596497297286987
1590.0,0.6595858335494995
1595.0,0.6599573493003845
1600.0,0.6607802510261536
1605.0,0.6622210144996643
1610.0,0.6629483699798584
1615.0,0.6633366346359253
1620.0,0.6635292768478394
1625.0,0.6642988324165344
1630.0,0.6645324230194092
1635.0,0.6646872162818909
1640.0,0.6651941537857056
1645.0,0.6660535335540771
1650.0,0.6664523482322693
1655.0,0.6665437817573547
1660.0,0.668366551399231
1665.0,0.6685656309127808
1670.0,0.6680769324302673
1675.0,0.6676074266433716
1680.0,0.6672493815422058
1685.0,0.6676154732704163
1690.0,0.6707671880722046
1695.0,0.6742057204246521
1700.0,0.6778355240821838
1705.0,0.6763867139816284
1710.0,0.674517035484314
1715.0,0.6720159649848938
1720.0,0.6712385416030884
1725.0,0.6709356307983398
1730.0,0.6708073019981384
1735.0,0.6731445789337158
1740.0,0.6771255731582642
1745.0,0.6752867102622986
1750.0,0.6750978827476501
1755.0,0.6773839592933655
1760.0,0.6767556071281433
1765.0,0.6753823757171631
1770.0,0.6739438772201538
1775.0,0.6726088523864746
1780.0,0.6713427901268005
1785.0,0.6747159361839294
1790.0,0.6755121946334839
1795.0,0.6724428534507751
1800.0,0.6697871088981628
1805.0,0.6672347784042358
1810.0,0.6651495099067688
1815.0,0.663064181804657
1820.0,0.6593025922775269
1825.0,0.6555410027503967
1830.0,0.6574687957763672
1835.0,0.6593965291976929
1840.0,0.657920241355896
1845.0,0.6564440131187439
1850.0,0.6561331152915955
1855.0,0.655822217464447
1860.0,0.6538617014884949
1865.0,0.6519011855125427
1870.0,0.6482521295547485
1875.0,0.6446030735969543
1880.0,0.6374934911727905
1885.0,0.6303839087486267
1890.0,0.6144057512283325
1895.0,0.5984275937080383
1900.0,0.587235689163208
1905.0,0.5760437250137329
1910.0,0.5764148235321045
1915.0,0.5767859220504761
1920.0,0.5830353498458862
1925.0,0.5892847776412964
1930.0,0.5912861824035645
1935.0,0.5932875275611877
1940.0,0.5947673916816711
1945.0,0.5962471961975098
1950.0,0.5970552563667297
1955.0,0.5978633165359497
1960.0,0.6002038717269897
1965.0,0.6025444865226746
1970.0,0.6016311645507812
1975.0,0.6007179021835327
1980.0,0.6010701060295105
1985.0,0.6014223098754883
1990.0,0.5996118187904358
1995.0,0.5978013277053833
2000.0,0.5938817858695984
2005.0,0.5899621248245239
2009.9999999999998,0.5895751714706421
2015.0000000000002,0.5891882181167603
2020.0,0.5991250872612
2025.0,0.6090623736381531
2029.9999999999998,0.6146089434623718
2035.0000000000002,0.6201558113098145
2040.0,0.6161379218101501
2045.0,0.6121197938919067
2050.0,0.6095707416534424
2055.0,0.6070215106010437
2060.0,0.600028395652771
2065.0,0.5930349230766296
2070.0,0.5648128390312195
2075.0,0.5365893840789795
2080.0,0.5399864315986633
2085.0,0.5433835983276367
2090.0,0.5521172285079956
2095.0,0.5608512759208679
2100.0,0.5661978125572205
2105.0,0.5715445876121521
2110.0,0.5656821727752686
2115.0,0.5598195195198059
2120.0,0.5490432381629944
2125.0,0.5382664799690247
2130.0,0.5334176421165466
2135.0,0.5285689830780029
2140.0,0.5387730002403259
2145.0,0.548976480960846
2150.0,0.5560746192932129
2155.0,0.5631723999977112
2160.0,0.5585036873817444
2165.0,0.5538352131843567
2170.0,0.5458062291145325
2175.0,0.5377776026725769
2180.0,0.5492610335350037
2185.0,0.5607439279556274
2190.0,0.5630484819412231
2195.0,0.5653529763221741
2200.0,0.5657714009284973
2205.0,0.5661898255348206
2210.0,0.5610990524291992
2215.0,0.556008517742157
2220.0,0.5284833908081055
2225.0,0.500959575176239
2230.0,0.48558372259140015
2235.0,0.4702085852622986
2240.0,0.4875687062740326
2245.0,0.5049279928207397
2250.0,0.4873005151748657
2255.0,0.4696730077266693
2260.0,0.44029751420021057
2265.0,0.4109205901622772
2270.0,0.36653250455856323
2275.0,0.3221423029899597
2280.0,0.2560526728630066
2285.0,0.18995989859104156
2290.0,0.1699010282754898
2295.0,0.14984120428562164
2300.0,0.13391947746276855
2305.0,0.11799699813127518
2310.0,0.10188134014606476
2315.0,0.08576490730047226
2320.0,0.14210310578346252
2325.0,0.19844399392604828
2330.0,0.2802819311618805
2335.0,0.3621237874031067
2340.0,0.3793577253818512
2345.0,0.39659249782562256
2350.0,0.37441572546958923
2355.0,0.35223791003227234
2360.0,0.34241244196891785
2365.0,0.33258649706840515
2370.0,0.28803837299346924
2375.0,0.2434881031513214
2380.0,0.21854448318481445
2385.0,0.193602055311203
2390.0,0.20489053428173065
2395.0,0.2252349853515625
2400.0,0.24558040499687195
2405.0,0.27168378233909607
2410.0,0.2977884113788605
2415.0,0.3238917887210846
2420.0,0.3360082805156708
2425.0,0.3271438479423523
2430.0,0.3182789981365204
2435.0,0.3094145357608795
2440.0,0.3005496859550476
2445.0,0.2953871190547943
2450.0,0.2902242839336395
2455.0,0.28506171703338623
2460.0,0.27989888191223145
2465.0,0.27473631501197815
2470.0,0.27967849373817444
2475.0,0.28714704513549805
2480.0,0.2946159243583679
2485.0,0.30208447575569153
2490.0,0.3095533549785614
2495.0,0.317021906375885
2500.0,0.3181343972682953
2505.0,0.3176575303077698
2510.0,0.31718066334724426
2515.0,0.31670376658439636
2520.0,0.31622689962387085
2525.0,0.31575003266334534
2530.0,0.3160313069820404
2531.32,0.31640589237213135
2532.55,0.31675487756729126
2533.7900000000004,0.317106693983078
2535.0299999999997,0.31745845079421997
2536.27,0.3178102970123291
2537.51,0.31816211342811584
2538.75,0.318513959646225
2540.0,0.31886860728263855
2541.2400000000002,0.3192204535007477
2542.49,0.31957510113716125
2543.7400000000002,0.3199297785758972
2544.99,0.3202844560146332
2546.2400000000002,0.32063913345336914
2547.49,0.32099372148513794
2548.74,0.3213483989238739
2549.9900000000002,0.32170307636260986
2551.25,0.32206058502197266
2552.5,0.3224152624607086
2553.76,0.3227727711200714
2555.02,0.3231302797794342
2556.28,0.3234877288341522
2557.54,0.323845237493515
2558.8,0.3242027461528778
2560.07,
2561.33,
2562.6000000000004,
2563.86,
2565.13,
2566.3999999999996,
2567.67,
2568.9500000000003,
2570.22,
2571.5,
2572.77,
2574.05,
2575.33,
2576.61,
2577.89,
2579.17,
2580.46,
2581.74,
2583.0299999999997,
2584.31,
2585.6,
2586.89,
2588.19,
2589.48,
2590.77,
2592.07,
2593.36,
2594.6600000000003,
2595.96,
2597.2599999999998,
2598.56,
2599.8700000000003,
2601.17,
2602.48,
2603.78,
2605.09,
2606.3999999999996,
2607.71,
2609.03,
2610.3399999999997,
2611.6600000000003,
2612.97,
2614.29,
2615.61,
2616.93,
2618.25,
2619.57,
2620.8999999999996,
2622.22,
2623.5499999999997,
2624.88,
2626.21,
2627.5400000000004,
2628.87,
2630.21,
2631.5400000000004,
2632.88,
2634.21,
2635.5499999999997,
2636.8900000000003,
2638.2400000000002,
2639.58,
2640.92,
2642.27,
2643.62,
2644.97,
2646.3199999999997,
2647.67,
2649.02,
2650.38,
2651.73,
2653.09,
2654.4500000000003,
2655.81,
2657.1699999999996,
2658.5299999999997,
2659.89,
2661.2599999999998,
2662.63,
2664.0,
2665.36,
2666.74,
2668.11,
2669.48,
2670.8599999999997,
2672.23,
2673.61,
2674.9900000000002,
2676.37,
2677.76,
2679.14,
2680.52,
2681.91,
2683.3,
2684.6899999999996,
2686.08,
2687.47,
2688.87,
2690.2599999999998,
2691.6600000000003,
2693.06,
2694.46,
2695.86,
2697.26,
2698.66,
2700.07,
2701.48,
2702.89,
2704.2999999999997,
2705.71,
2707.1200000000003,
2708.53,
2709.9500000000003,
2711.37,
2712.79,
2714.21,
2715.63,
2717.05,
2718.48,
2719.9,
2721.33,
2722.76,
2724.19,
2725.6200000000003,
2727.06,
2728.49,
2729.93,
2731.37,
2732.8100000000004,
2734.25,
2735.69,
2737.1400000000003,
2738.58,
2740.0299999999997,
2741.48,
2742.93,
2744.38,
2745.8300000000004,
2747.29,
2748.75,
2750.2,
2751.6600000000003,
2753.13,
2754.5899999999997,
2756.05,
2757.52,
2758.99,
2760.46,
2761.93,
2763.3999999999996,
2764.8700000000003,
2766.35,
2767.82,
2769.2999999999997,
2770.7799999999997,
2772.26,
2773.75,
2775.23,
2776.7200000000003,
2778.21,
2779.7000000000003,
2781.19,
2782.68,
2784.1800000000003,
2785.67,
2787.17,
2788.67,
2790.1699999999996,
2791.67,
2793.18,
2794.68,
2796.19,
2797.7,
2799.21,
2800.7200000000003,
2802.24,
2803.75,
2805.27,
2806.79,
2808.31,
2809.83,
2811.35,
2812.8799999999997,
2814.41,
2815.93,
2817.46,
2819.0,
2820.53,
2822.07,
2823.6,
2825.1400000000003,
2826.6800000000003,
2828.22,
2829.77,
2831.3100000000004,
2832.86,
2834.4100000000003,
2835.96,
2837.5099999999998,
2839.07,
2840.62,
2842.18,
2843.74,
2845.2999999999997,
2846.86,
2848.43,
2849.9900000000002,
2851.56,
2853.13,
2854.7,
2856.27,
2857.85,
2859.42,
2861.0,
2862.58,
2864.16,
2865.75,
2867.33,
2868.92,
2870.5099999999998,
2872.1,
2873.69,
2875.28,
2876.88,
2878.48,
2880.0699999999997,
2881.68,
2883.28,
2884.88,
2886.49,
2888.1,
2889.71,
2891.3199999999997,
2892.93,
2894.55,
2896.16,
2897.78,
2899.4,
2901.03,
2902.65,
2904.2799999999997,
2905.91,
2907.54,
2909.17,
2910.8,
2912.44,
2914.07,
2915.7099999999996,
2917.35,
2918.99,
2920.6400000000003,
2922.29,
2923.93,
2925.58,
2927.24,
2928.89,
2930.55,
2932.2,
2933.86,
2935.52,
2937.19,
2938.85,
2940.52,
2942.19,
2943.86,
2945.53,
2947.21,
2948.88,
2950.56,
2952.2400000000002,
2953.92,
2955.61,
2957.29,
2958.98,
2960.67,
2962.3599999999997,
2964.06,
2965.75,
2967.45,
2969.15,
2970.85,
2972.55,
2974.26,
2975.97,
2977.68,
2979.39,
2981.1,
2982.8199999999997,
2984.5299999999997,
2986.25,
2987.97,
2989.7,
2991.42,
2993.15,
2994.88,
2996.61,
2998.3399999999997,
3000.08,
3001.8199999999997,
3003.55,
3005.3,
3007.04,
3008.7799999999997,
3010.53,
3012.28,
3014.03,
3015.79,
3017.54,
3019.2999999999997,
3021.06,
3022.8199999999997,
3024.58,
3026.35,
3028.12,
3029.89,
3031.66,
3033.4300000000003,
3035.21,
3036.99,
3038.77,
3040.55,
3042.3300000000004,
3044.12,
3045.9100000000003,
3047.7,
3049.4900000000002,
3051.29,
3053.08,
3054.8799999999997,
3056.6800000000003,
3058.49,
3060.29,
3062.1,
3063.91,
3065.72,
3067.54,
3069.35,
3071.17,
3072.99,
3074.81,
3076.64,
3078.47,
3080.2900000000004,
3082.1299999999997,
3083.96,
3085.79,
3087.6299999999997,
3089.47,
3091.31,
3093.1600000000003,
3095.0099999999998,
3096.85,
3098.71,
3100.5600000000004,
3102.41,
3104.27,
3106.1299999999997,
3107.9900000000002,
3109.8599999999997,
3111.73,
3113.5899999999997,
3115.4700000000003,
3117.34,
3119.21,
3121.09,
3122.97,
3124.86,
3126.74,
3128.6299999999997,
3130.52,
3132.4100000000003,
3134.3,
3136.2000000000003,
3138.1,
3140.0,
3141.9,
3143.8100000000004,
3145.7099999999996,
3147.62,
3149.54,
3151.4500000000003,
3153.37,
3155.29,
3157.21,
3159.13,
3161.06,
3162.9900000000002,
3164.92,
3166.8500000000004,
3168.79,
3170.7200000000003,
3172.67,
3174.61,
3176.55,
3178.5,
3180.45,
3182.4,
3184.3599999999997,
3186.3199999999997,
3188.27,
3190.2400000000002,
3192.2000000000003,
3194.17,
3196.1400000000003,
3198.1099999999997,
3200.08,
3202.06,
3204.04,
3206.02,
3208.0,
3209.99,
3211.98,
3213.9700000000003,
3215.96,
3217.96,
3219.96,
3221.96,
3223.96,
3225.97,
